version,caseid,profile_gender,profile_age,profile_racethnicity,profile_educ5,profile_marital,profile_employ,profile_income,profile_state,profile_region4,profile_region9,profile_metro,profile_internet,profile_housing,profile_home_type,profile_phoneservice,profile_hhsize,profile_hh01,profile_hh25,profile_hh612,profile_hh1317,profile_hh18ov,profile_genhealth,profile_veteran,profile_lgbt,profile_relig,profile_born,profile_lang_other1,profile_newstv,profile_newsradio,profile_newsonline,profile_newsmobile,profile_newskeepup,profile_socmedia1_t,profile_socmedia1_f,profile_socmedia1_i,profile_socmedia1_s,profile_socmedia2_t,profile_socmedia2_f,profile_socmedia2_i,profile_socmedia2_s,profile_hl032,w1congdist,w2congdist,vote20d1
ANES 2020-22 Social Media Study 20230705,102,2,64,1,5,1,5,11,ID,4,8,1,1,1,1,3,3,0,0,0,0,3,2,2,2,12,2,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,ID - Congressional District 1,ID - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,103,2,80,2,3,2,5,6,MS,3,6,1,1,2,3,1,1,0,0,0,0,1,3,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,MS - Congressional District 4,MS - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,104,1,63,1,3,1,1,14,WI,2,3,1,1,1,1,4,2,0,0,0,0,2,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 6,WI - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,105,1,23,4,2,5,1,4,NY,1,2,1,0,3,3,4,2,0,0,0,0,2,4,2,2,14,-1,1,2,1,2,1,2,2,2,1,2,-1,-1,2,-1,-1,NY - Congressional District 15,NY - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,106,1,61,1,3,6,1,4,OH,2,3,1,1,2,3,4,2,0,0,0,0,2,4,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,OH - Congressional District 10,OH - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,108,2,74,1,4,2,5,9,AL,3,6,1,1,1,1,2,5,0,0,0,0,4,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-1,2,-1,-1,1,AL - Congressional District 1,AL - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,109,2,22,4,1,6,7,6,TX,3,7,1,0,1,1,4,4,0,1,0,0,3,3,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,-1,1,2,TX - Congressional District 29,TX - Congressional District 29,4
ANES 2020-22 Social Media Study 20230705,110,1,47,1,4,1,1,15,IL,2,3,1,1,1,1,2,6,0,0,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 11,IL - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,111,1,64,1,3,1,4,9,FL,3,5,1,1,1,4,4,2,0,0,0,0,2,3,1,2,14,-1,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,2,FL - Congressional District 11,FL - Congressional District 11,1
ANES 2020-22 Social Media Study 20230705,112,2,39,1,3,1,1,11,WI,2,3,1,1,1,1,4,4,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,4,2,1,2,2,-1,2,-1,-1,1,WI - Congressional District 3,WI - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,113,2,38,2,1,5,7,4,KS,2,4,1,1,2,1,4,3,0,0,0,0,1,5,2,2,1,2,2,2,2,2,2,4,2,1,2,2,-1,1,-1,-1,1,KS - Congressional District 2,-6,2
ANES 2020-22 Social Media Study 20230705,114,2,67,1,3,6,5,7,OK,3,7,0,0,1,1,4,2,0,0,0,0,2,3,2,2,11,-1,2,1,2,1,1,2,1,1,1,2,2,1,1,-1,1,OK - Congressional District 3,OK - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,115,2,67,1,4,1,5,6,CA,4,9,0,1,2,1,2,2,0,0,0,0,2,5,2,2,14,2,2,1,2,2,1,3,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 4,CA - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,116,2,32,4,4,6,1,10,CA,4,9,1,1,1,1,4,2,0,0,0,0,2,4,2,2,12,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,CA - Congressional District 8,CA - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,117,1,41,1,4,1,1,14,NY,1,2,1,1,1,1,2,3,0,1,0,0,2,3,2,2,11,-1,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 24,NY - Congressional District 24,2
ANES 2020-22 Social Media Study 20230705,118,2,34,1,1,5,1,13,WI,2,3,1,1,1,1,2,3,0,0,0,0,3,3,2,2,10,-1,2,2,2,1,2,4,2,2,1,2,-1,-1,1,-1,1,WI - Congressional District 4,WI - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,119,1,42,1,3,1,2,13,TX,3,7,1,1,2,1,4,4,0,0,2,0,2,2,2,2,11,-1,2,2,2,1,1,3,1,1,1,2,1,1,1,-1,1,TX - Congressional District 32,TX - Congressional District 32,2
ANES 2020-22 Social Media Study 20230705,120,1,61,3,4,1,1,13,CA,4,9,1,1,2,3,4,4,0,0,0,0,4,3,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,CA - Congressional District 34,-6,2
ANES 2020-22 Social Media Study 20230705,121,2,42,1,3,6,1,11,MI,2,3,1,1,1,1,4,3,0,1,0,0,2,4,2,2,1,1,2,2,2,1,1,2,2,1,2,1,-1,1,-1,1,1,MI - Congressional District 11,MI - Congressional District 11,1
ANES 2020-22 Social Media Study 20230705,122,1,64,1,3,1,1,13,NM,4,8,0,1,1,1,4,3,0,0,0,0,2,3,1,2,14,1,2,2,1,2,1,4,2,1,2,2,-1,1,-1,-1,1,NM - Congressional District 2,-6,1
ANES 2020-22 Social Media Study 20230705,123,1,52,1,3,1,1,8,AZ,4,8,1,1,2,1,4,2,0,0,0,0,2,5,2,2,2,2,-1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,1,AZ - Congressional District 8,AZ - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,124,2,61,1,2,1,1,18,NJ,1,2,1,1,1,1,3,3,0,0,0,0,1,4,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,-1,1,NJ - Congressional District 11,NJ - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,125,1,45,1,5,1,1,11,NY,1,2,1,1,2,1,4,2,0,0,0,0,2,5,2,2,1,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,NY - Congressional District 24,NY - Congressional District 24,1
ANES 2020-22 Social Media Study 20230705,126,1,51,1,3,5,4,1,AZ,4,8,1,1,1,1,3,1,0,0,0,0,1,3,2,2,12,1,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,AZ - Congressional District 4,AZ - Congressional District 4,4
ANES 2020-22 Social Media Study 20230705,127,1,60,1,3,1,2,13,CA,4,9,1,1,1,1,2,2,0,0,0,0,2,5,2,3,14,-1,2,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 15,CA - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,128,2,35,1,4,1,1,8,MO,2,4,1,1,1,1,4,6,0,0,0,0,1,3,2,2,12,2,2,1,2,1,1,2,2,1,1,2,-1,1,1,-1,1,MO - Congressional District 7,MO - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,129,1,70,1,5,1,2,6,IL,2,3,1,1,1,3,2,2,0,0,0,0,2,5,1,2,14,-1,1,1,2,1,1,1,1,1,2,1,2,2,-1,2,1,IL - Congressional District 9,IL - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,130,2,31,4,3,3,2,5,NM,4,8,1,0,2,3,4,2,0,0,0,0,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,1,NM - Congressional District 1,WA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,131,1,75,1,5,1,1,16,VA,3,5,1,1,1,1,3,2,0,0,0,0,2,4,2,2,1,1,2,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,VA - Congressional District 9,VA - Congressional District 9,1
ANES 2020-22 Social Media Study 20230705,132,1,34,1,4,1,2,11,PA,1,2,1,1,1,3,4,3,0,1,0,0,2,4,2,2,11,-1,1,1,2,1,1,1,2,1,1,2,-1,2,1,-1,1,DE - Congressional District (at Large),PA - Congressional District 18,2
ANES 2020-22 Social Media Study 20230705,133,2,22,2,3,6,1,6,IN,2,3,1,0,2,2,4,5,0,0,2,0,3,5,2,3,1,2,2,1,2,1,1,1,2,1,1,2,-1,1,1,-1,1,IN - Congressional District 7,IN - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,134,1,59,1,4,1,1,16,IL,2,3,1,1,1,1,2,2,0,0,0,0,2,5,2,2,12,1,2,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,IL - Congressional District 16,IL - Congressional District 16,2
ANES 2020-22 Social Media Study 20230705,135,1,38,3,4,1,1,13,CA,4,9,1,1,1,1,4,5,0,0,0,0,1,4,1,2,11,-1,2,1,2,1,2,2,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 42,CA - Congressional District 42,2
ANES 2020-22 Social Media Study 20230705,136,2,57,3,2,1,6,5,TX,3,7,0,1,1,1,4,2,0,0,0,0,2,1,2,2,1,2,1,1,2,2,2,3,2,1,2,1,-1,1,-1,2,1,TX - Congressional District 13,TX - Congressional District 13,4
ANES 2020-22 Social Media Study 20230705,137,1,74,3,5,1,5,14,TX,3,7,1,1,1,1,1,2,0,0,0,0,2,3,2,2,14,-1,1,2,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 2,TX - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,138,1,71,1,5,1,5,14,FL,3,5,1,1,1,1,2,2,0,0,0,0,2,3,1,2,10,-1,2,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 18,FL - Congressional District 18,-7
ANES 2020-22 Social Media Study 20230705,139,2,25,3,2,5,7,2,WV,3,5,0,1,2,1,1,4,0,0,0,0,4,2,2,2,11,-1,2,1,2,1,1,2,2,1,2,1,-1,1,-1,1,1,WV - Congressional District 3,WV - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,140,1,58,1,5,1,1,18,MD,3,5,1,1,1,1,3,4,0,0,0,0,4,3,1,2,9,-1,2,2,1,1,2,1,1,1,2,2,2,2,-1,-1,1,MD - Congressional District 4,MD - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,141,2,72,1,5,1,5,10,SC,3,5,1,1,1,1,2,2,0,0,0,0,2,4,2,2,14,2,2,1,1,-7,2,1,2,1,2,2,-1,1,-1,-1,1,SC - Congressional District 5,SC - Congressional District 5,3
ANES 2020-22 Social Media Study 20230705,142,1,49,1,5,3,2,9,KS,2,4,1,1,2,3,4,2,0,0,0,0,1,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,KS - Congressional District 4,KS - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,143,2,43,4,2,1,7,2,MA,1,1,1,0,2,3,4,6,0,0,3,3,4,4,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,-1,1,MA - Congressional District 3,-6,2
ANES 2020-22 Social Media Study 20230705,144,2,72,1,3,1,5,9,WY,4,8,0,0,1,1,4,2,0,0,0,0,1,5,2,2,1,1,2,2,2,1,1,3,2,2,2,2,-1,-1,-1,-1,1,WY - Congressional District (at Large),WY - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,145,1,36,1,4,1,1,15,WI,2,3,0,1,1,1,4,5,0,2,1,0,2,5,2,2,14,-1,-1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,WI - Congressional District 3,WI - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,146,1,30,1,4,6,1,11,NY,1,2,1,1,2,3,4,2,0,0,0,0,2,3,2,2,9,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NY - Congressional District 7,NY - Congressional District 7,3
ANES 2020-22 Social Media Study 20230705,147,2,27,4,4,5,1,10,CA,4,9,1,1,2,3,4,6,0,0,2,2,4,2,2,2,11,-1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,CA - Congressional District 40,CA - Congressional District 40,2
ANES 2020-22 Social Media Study 20230705,148,2,31,4,4,6,1,12,KS,2,4,1,1,2,3,4,2,0,0,0,0,2,5,2,2,1,1,2,2,2,2,1,3,2,1,1,1,-1,1,1,1,1,KS - Congressional District 4,KS - Congressional District 4,4
ANES 2020-22 Social Media Study 20230705,149,2,27,1,4,5,1,9,CA,4,9,1,1,2,1,2,2,0,0,0,0,2,5,2,2,10,-1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,CA - Congressional District 25,CA - Congressional District 25,2
ANES 2020-22 Social Media Study 20230705,150,2,38,1,3,1,1,9,UT,4,8,1,1,1,1,4,6,0,1,2,1,2,4,2,3,14,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,UT - Congressional District 4,UT - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,151,1,36,3,5,1,1,16,CA,4,9,1,1,1,3,4,3,0,0,0,0,1,4,2,2,10,-1,1,1,1,1,1,1,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 17,CA - Congressional District 17,1
ANES 2020-22 Social Media Study 20230705,152,2,74,1,2,2,5,5,MI,2,3,1,1,2,3,3,1,0,0,0,0,1,3,2,2,12,1,2,1,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,MI - Congressional District 10,MI - Congressional District 10,1
ANES 2020-22 Social Media Study 20230705,153,1,27,1,3,5,1,10,OK,3,7,1,1,2,1,4,6,0,0,0,0,4,5,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,-1,1,1,OK - Congressional District 4,OK - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,154,2,52,1,3,1,2,16,CA,4,9,1,1,1,1,4,2,0,0,0,0,2,4,2,2,12,1,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 25,CA - Congressional District 25,1
ANES 2020-22 Social Media Study 20230705,155,2,57,1,2,3,6,4,CO,4,8,1,1,1,1,4,3,0,0,0,0,3,3,2,2,12,2,2,1,1,1,2,2,2,1,2,2,-1,1,-1,-1,1,CO - Congressional District 5,CO - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,156,1,56,1,2,1,1,15,NJ,1,2,1,1,1,1,4,2,0,0,0,0,2,5,1,2,10,-1,2,2,2,2,2,3,2,1,1,1,-1,1,1,2,1,NJ - Congressional District 2,NJ - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,157,1,43,2,3,1,1,14,VA,3,5,1,1,2,2,4,3,0,0,0,0,1,2,2,2,12,1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,1,VA - Congressional District 7,VA - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,158,2,51,1,3,4,6,4,KY,3,6,0,1,2,1,2,6,0,0,3,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,KY - Congressional District 6,KY - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,159,1,22,2,1,5,4,4,IL,2,3,1,1,2,1,2,4,0,0,0,2,2,4,2,2,12,2,1,2,2,2,2,1,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 12,IL - Congressional District 12,1
ANES 2020-22 Social Media Study 20230705,160,1,50,2,5,1,1,16,WI,2,3,1,1,1,1,2,6,0,0,0,2,4,5,2,2,1,1,1,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 5,WI - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,161,2,57,2,2,4,1,11,VA,3,5,1,1,1,1,2,3,0,0,0,1,2,3,2,2,1,2,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,2,VA - Congressional District 4,VA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,162,2,76,1,4,3,5,11,GA,3,5,1,1,1,1,2,1,0,0,0,0,1,4,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,GA - Congressional District 8,GA - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,163,1,38,1,3,1,1,11,FL,3,5,1,1,1,1,4,3,0,0,1,0,2,3,1,2,10,-1,2,2,1,2,1,4,2,2,1,1,-1,-1,1,1,1,FL - Congressional District 1,FL - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,164,1,61,1,3,1,1,14,CT,1,1,0,1,1,1,2,2,0,0,0,0,2,4,2,2,11,-1,2,2,1,2,2,4,2,1,2,2,-1,2,-1,-1,1,CT - Congressional District 5,CT - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,165,2,22,4,3,5,7,9,GA,3,5,1,1,1,1,2,6,0,0,0,0,4,3,2,2,2,2,1,2,2,1,1,2,2,1,1,1,-1,2,1,1,1,GA - Congressional District 4,-6,2
ANES 2020-22 Social Media Study 20230705,166,2,43,1,4,1,6,8,NM,4,8,0,1,2,1,4,3,0,1,0,0,2,2,2,2,14,1,2,1,2,1,1,1,1,1,1,2,1,1,2,-1,1,NM - Congressional District 2,NM - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,167,2,39,2,2,3,7,4,AL,3,6,1,1,2,1,4,6,0,0,4,0,2,5,2,2,12,1,1,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,AL - Congressional District 2,AL - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,168,2,28,4,2,6,1,9,MA,1,1,1,1,1,3,2,6,0,0,3,1,4,3,2,1,11,-1,1,-1,-1,-1,-1,-1,2,1,1,1,-1,-1,-1,-1,1,MA - Congressional District 4,MA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,169,1,65,2,4,3,6,2,CA,4,9,1,1,2,3,3,1,0,0,0,0,1,5,2,2,12,2,2,1,2,1,1,1,1,2,2,2,2,-1,-1,-1,1,CA - Congressional District 8,CA - Congressional District 31,2
ANES 2020-22 Social Media Study 20230705,170,2,69,3,4,2,5,5,TX,3,7,1,1,2,1,2,2,0,0,0,0,2,5,2,2,12,2,2,1,1,1,1,1,2,1,2,2,-1,2,-1,-1,1,TX - Congressional District 32,CA - Congressional District 41,3
ANES 2020-22 Social Media Study 20230705,171,2,24,2,3,5,1,7,PA,1,2,1,1,2,2,4,2,0,0,0,0,1,1,2,2,12,1,2,2,2,2,2,-7,2,2,2,2,-1,-1,-1,-1,2,PA - Congressional District 3,PA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,172,1,64,1,4,5,1,14,DC,3,5,1,1,1,3,3,1,0,0,0,0,1,4,2,1,11,-1,2,1,1,1,1,1,2,1,2,2,-1,2,-1,-1,1,WV - Congressional District 2,WV - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,173,2,63,2,5,1,5,18,CO,4,8,1,1,1,1,4,3,0,0,0,0,3,2,2,2,14,-1,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CO - Congressional District 1,CO - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,174,2,27,2,5,5,1,6,NC,3,5,1,1,2,3,4,1,0,0,0,0,1,5,2,2,12,2,2,2,2,2,2,3,2,1,1,1,-1,1,1,1,1,NC - Congressional District 2,VA - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,175,1,80,1,4,2,5,5,MD,3,5,1,1,1,1,3,1,0,0,0,0,1,3,1,2,1,2,-1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,1,MD - Congressional District 6,MD - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,176,2,19,1,1,5,1,7,CA,4,9,1,0,1,4,2,6,0,0,2,1,4,5,2,2,14,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,-1,CA - Congressional District 10,CA - Congressional District 10,1
ANES 2020-22 Social Media Study 20230705,177,1,54,2,4,1,1,10,NJ,1,2,1,1,1,1,2,6,0,0,3,2,2,4,1,2,1,1,1,1,1,1,1,2,2,1,1,2,-1,1,2,-1,1,NJ - Congressional District 10,NJ - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,178,1,29,4,4,5,1,9,CA,4,9,1,1,2,3,2,6,0,0,0,2,4,4,2,2,2,2,1,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 32,CA - Congressional District 32,2
ANES 2020-22 Social Media Study 20230705,179,1,29,1,4,1,1,16,CA,4,9,1,1,2,3,4,2,0,0,0,0,1,4,2,2,9,-1,2,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 28,-6,2
ANES 2020-22 Social Media Study 20230705,180,1,32,1,5,1,1,18,CA,4,9,1,1,1,2,4,4,1,1,0,0,2,5,2,2,9,-1,1,2,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 12,CA - Congressional District 12,2
ANES 2020-22 Social Media Study 20230705,181,2,27,2,3,5,1,17,VA,3,5,1,1,1,2,4,6,0,0,0,2,4,5,2,2,12,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,VA - Congressional District 4,-6,3
ANES 2020-22 Social Media Study 20230705,182,1,49,1,4,1,1,16,RI,1,1,1,1,1,1,3,5,0,0,0,2,3,3,2,2,2,2,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,RI - Congressional District 1,RI - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,183,2,44,1,2,6,1,15,MN,2,4,1,1,2,1,4,6,0,1,0,0,4,5,2,2,2,2,2,2,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MN - Congressional District 8,MN - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,184,1,71,1,3,1,5,8,MO,2,4,1,1,1,1,3,2,0,0,0,0,2,3,1,2,14,-1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,MO - Congressional District 4,MO - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,185,1,77,1,4,1,5,9,TX,3,7,1,1,1,1,2,2,0,0,0,0,2,3,1,2,1,2,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 35,TX - Congressional District 35,2
ANES 2020-22 Social Media Study 20230705,186,2,65,4,3,1,5,7,CA,4,9,1,1,1,1,3,3,0,0,0,0,3,3,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,-1,1,CA - Congressional District 23,CA - Congressional District 23,1
ANES 2020-22 Social Media Study 20230705,187,1,69,1,3,1,5,14,NY,1,2,1,1,1,1,2,2,0,0,0,0,2,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 2,NY - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,188,1,25,1,3,5,1,10,LA,3,7,1,1,1,1,3,4,0,0,0,0,4,4,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,LA - Congressional District 1,LA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,189,2,33,1,5,5,1,8,SD,2,4,0,1,1,1,4,1,0,0,0,0,1,3,2,2,11,-1,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,SD - Congressional District (at Large),SD - Congressional District (at Large),2
ANES 2020-22 Social Media Study 20230705,190,1,38,1,5,1,1,13,MO,2,4,1,1,1,1,4,4,0,0,2,0,2,4,2,2,10,-1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,MO - Congressional District 2,MO - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,191,2,68,1,2,4,5,4,NJ,1,2,1,1,3,3,4,1,0,0,0,0,1,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 11,NJ - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,192,2,18,2,1,5,1,3,CT,1,1,1,1,2,1,1,6,0,0,1,1,2,5,2,2,11,-1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,CT - Congressional District 1,CT - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,193,2,41,1,3,6,6,4,ME,1,1,1,1,2,3,4,5,0,0,0,2,3,4,2,2,12,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,ME - Congressional District 2,ME - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,194,1,80,1,4,2,1,13,MD,3,5,1,1,3,1,4,6,0,0,0,1,4,2,2,2,9,-1,2,1,1,1,2,1,2,1,2,2,-1,1,-1,-1,1,MD - Congressional District 7,MD - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,195,1,52,1,3,1,1,13,CA,4,9,1,1,1,1,2,2,0,0,0,0,1,3,1,2,11,-1,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 7,CA - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,196,1,72,1,5,3,2,13,LA,3,7,1,1,1,1,4,2,0,0,0,0,2,5,2,2,10,-1,2,1,1,2,2,1,2,1,1,2,-1,1,2,-1,1,LA - Congressional District 2,LA - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,197,2,38,1,4,1,7,13,MI,2,3,1,1,2,1,4,5,0,1,2,0,2,3,2,2,12,1,2,2,2,1,1,2,2,1,1,1,-1,1,1,2,1,MI - Congressional District 6,-6,1
ANES 2020-22 Social Media Study 20230705,198,2,43,1,4,1,1,11,OK,3,7,1,0,1,4,4,6,0,0,1,1,3,4,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,OK - Congressional District 3,OK - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,199,1,75,1,3,1,5,9,MO,2,4,1,1,1,4,2,2,0,0,0,0,1,3,1,2,1,1,2,1,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,MO - Congressional District 7,MO - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,200,1,63,3,3,1,1,14,HI,4,9,1,1,1,2,4,2,0,0,0,0,2,3,2,2,1,2,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,1,HI - Congressional District 2,HI - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,201,2,23,4,4,6,1,9,CO,4,8,1,1,2,3,4,3,0,0,0,0,1,3,2,3,11,-1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,CO - Congressional District 2,CO - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,202,1,41,1,4,1,1,14,CO,4,8,1,1,1,1,2,2,0,0,0,0,2,3,2,2,12,1,2,1,2,1,2,1,1,1,1,2,2,1,1,-1,1,CO - Congressional District 1,CO - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,203,1,47,1,3,1,1,14,MO,2,4,1,1,1,1,4,5,0,0,0,0,1,3,1,2,1,2,2,2,2,2,2,3,2,1,2,2,-1,1,-1,-1,1,MO - Congressional District 6,MO - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,204,1,62,4,4,4,5,9,NJ,1,2,1,1,1,1,3,1,0,0,0,0,1,4,2,2,9,-1,1,2,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 8,NJ - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,205,2,62,1,4,1,5,9,NJ,1,2,1,1,1,1,2,6,0,0,0,0,4,4,2,2,14,-1,2,1,1,1,2,1,2,1,2,2,-1,1,-1,-1,1,NJ - Congressional District 1,NJ - Congressional District 1,2
